file,exists,kind,count,sources,recommendation,exports,absPath
"src/configs/layoutConfigTemplates.ts",true,other,1,"ts-prune",manual,"layoutConfigTemplates","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/configs/layoutConfigTemplates.ts"
"src/configs/settingsConfig.ts",true,other,1,"ts-prune",manual,"settingsConfig","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/configs/settingsConfig.ts"
"src/contexts/AppContext.tsx",true,other,1,"ts-prune",manual,"AppContext","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/contexts/AppContext.tsx"
"src/emails/notification-email.tsx",true,other,1,"ts-prune",manual,"NotificationEmail|NotificationEmail","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/emails/notification-email.tsx"
"src/emails/password-reset-email.tsx",true,other,1,"ts-prune",manual,"PasswordResetEmail|PasswordResetEmail","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/emails/password-reset-email.tsx"
"src/emails/security-alert-email.tsx",true,other,1,"ts-prune",manual,"SecurityAlertEmail|SecurityAlertEmail","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/emails/security-alert-email.tsx"
"src/emails/templates.ts",true,other,1,"ts-prune",manual,"EmailTemplateProps|EmailTemplateType|getEmailTemplate","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/emails/templates.ts"
"src/emails/welcome-email.tsx",true,other,1,"ts-prune",manual,"WelcomeEmail|WelcomeEmail","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/emails/welcome-email.tsx"
"src/hooks/use-notifications.ts",true,hook,1,"ts-prune",manual,"useNotifications|useUnreadCount|usePushNotifications","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/hooks/use-notifications.ts"
"src/hooks/useAuditLogs.ts",true,hook,1,"ts-prune",manual,"useAuditLogs","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/hooks/useAuditLogs.ts"
"src/hooks/useRegistrarUsuario-backup-20250812-162717.ts",true,hook,1,"ts-prune",manual,"useRegistrarUsuario","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/hooks/useRegistrarUsuario-backup-20250812-162717.ts"
"src/hooks/useSession.ts",true,hook,1,"ts-prune",manual,"","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/hooks/useSession.ts"
"src/hooks/useSessions.ts",true,hook,1,"ts-prune",manual,"useSessions","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/hooks/useSessions.ts"
"src/lib/abac/prisma-adapter-abac.ts",true,lib,1,"ts-prune",manual,"PrismaAdapter","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/abac/prisma-adapter-abac.ts"
"src/lib/abac/utils.ts",true,lib,1,"ts-prune",manual,"sanitizePolicyField|sanitizePolicyArray","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/abac/utils.ts"
"src/lib/analise-excel/formatadoresExcel.ts",true,lib,1,"ts-prune",manual,"formatarValor","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/analise-excel/formatadoresExcel.ts"
"src/lib/api/cache.ts",true,lib,1,"ts-prune",manual,"CacheOptions|CacheEntry|CacheStats|ApiCache|apiCache|cached|ApiCache","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/api/cache.ts"
"src/lib/api/client.ts",true,lib,1,"ts-prune",manual,"ApiResponse|ApiError|ApiClientConfig|RequestOptions|ApiClient|createApiClient|clients|ApiClient","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/api/client.ts"
"src/lib/api/services/exchange.ts",true,lib,1,"ts-prune",manual,"ExchangeRates|CurrencyConversion|CurrencyInfo|ExchangeService|exchangeService|ExchangeService","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/api/services/exchange.ts"
"src/lib/atuarial/calculadora.ts",true,lib,1,"ts-prune",manual,"DadosAtuariais|ResultadoAtuarial|TABELA_MORTALIDADE_AT2000|CalculadoraAtuarial|calculadoraAtuarial|formatarMoeda|formatarPercentual","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/atuarial/calculadora.ts"
"src/lib/atuarial/validacao-cruzada.ts",true,lib,1,"ts-prune",manual,"TABELA_MORTALIDADE_BR_EMS|TABELA_MORTALIDADE_AT83|ResultadoValidacaoCruzada|ValidadorTabelasMortalidade|gerarRelatorioValidacao","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/atuarial/validacao-cruzada.ts"
"src/lib/audit.ts",true,lib,1,"ts-prune",manual,"AuditEntry|auditService","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/audit.ts"
"src/lib/zustand/uiStore.ts",true,lib,1,"ts-prune",manual,"UIState|useUIStore|useUIStore","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/lib/zustand/uiStore.ts"
"src/utils/passwordStrength.ts",true,other,1,"ts-prune",manual,"PasswordStrength|calcularForcaSenha","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/utils/passwordStrength.ts"
"src/validators/permissaoSchemas.ts",true,validator,1,"ts-prune",manual,"permissaoSchema","/home/felipe/Área de Trabalho/GitHub/SiteMetodoAtuarial/site-metodo/src/validators/permissaoSchemas.ts"
